date,District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
feb03,Chikkamagaluru,1.0,13950.0,5.0,13772.0,39.0,0.0,139.0,0.0
feb04,Chikkamagaluru,4.0,13954.0,5.0,13777.0,38.0,0.0,139.0,0.0
feb05,Chikkamagaluru,8.0,13962.0,13.0,13790.0,33.0,0.0,139.0,0.0
feb06,Chikkamagaluru,2,13964.0,11.0,13801.0,24.0,0.0,139.0,0.0
feb07,Chikkamagaluru,3,13967.0,7.0,13808.0,20.0,0.0,139.0,0.0
feb08,Chikkamagaluru,2,13969.0,1.0,13809.0,21.0,0.0,139.0,0.0
feb09,Chikkamagaluru,3,13972.0,1.0,13810.0,23.0,0.0,139.0,0.0
feb10,Chikkamagaluru,3,13975.0,4.0,13814.0,22.0,0.0,139.0,0.0
feb11,Chikkamagaluru,1.0,13976.0,4.0,13818.0,19.0,0.0,139.0,0.0
feb12,Chikkamagaluru,2.0,13978.0,4.0,13822.0,17.0,0.0,139.0,0.0
feb13,Chikkamagaluru,4,13982.0,2.0,13824.0,19.0,0.0,139.0,0.0
feb14,Chikkamagaluru,3,13985.0,1.0,13825.0,21.0,0.0,139.0,0.0
feb15,Chikkamagaluru,5,13990.0,2.0,13827.0,24.0,0.0,139.0,0.0
feb16,Chikkamagaluru,9,13999.0,2.0,13829.0,31.0,0.0,139.0,0.0
feb17,Chikkamagaluru,2.0,14001.0,3.0,13832.0,30.0,0.0,139.0,0.0
feb18,Chikkamagaluru,0.0,14001.0,3.0,13835.0,27.0,0.0,139.0,0.0
feb19,Chikkamagaluru,3,14004.0,1.0,13836.0,29.0,0.0,139.0,0.0
feb20,Chikkamagaluru,3,14007.0,2.0,13838.0,30.0,0.0,139.0,0.0
feb21,Chikkamagaluru,4,14011.0,3.0,13841.0,31.0,0.0,139.0,0.0
feb22,Chikkamagaluru,1,14012.0,4.0,13845.0,28.0,0.0,139.0,0.0
feb23,Chikkamagaluru,2,14014.0,3.0,13848.0,27.0,0.0,139.0,0.0
feb24,Chikkamagaluru,4,14018.0,2.0,13850.0,29.0,0.0,139.0,0.0
feb25,Chikkamagaluru,2,14020.0,12.0,13862.0,19.0,0.0,139.0,0.0
feb26,Chikkamagaluru,2,14022.0,4.0,13866.0,17.0,0.0,139.0,0.0
feb27,Chikkamagaluru,3,14025.0,2.0,13868.0,18.0,0.0,139.0,0.0
feb28,Chikkamagaluru,3,14028.0,2.0,13870.0,19.0,0.0,139.0,0.0
